                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     22,                 1.1949,                 1.0095,                 1.0762,                0.88292,                0.83333,                0.90885,                0.62021,                 1.2112,                 1.8511,                 1.0012,             0.00040254,             0.00040254,             0.00040254
                     23,                 1.0944,                0.92716,                 1.0144,                0.91667,                0.83333,                0.92227,                0.49944,                 1.5868,                 1.9651,                 1.0733,             0.00042083,             0.00042083,             0.00042083
                     24,                 1.2101,                0.97984,                 1.0448,                0.91667,                0.83333,                0.92227,                0.49944,                 1.5868,                 1.9651,                 1.0733,             0.00043905,             0.00043905,             0.00043905
                     25,                 1.1139,                0.86751,                0.99678,                0.96684,                0.83333,                0.87056,                0.45066,                 1.6878,                 1.6342,                  1.098,             0.00045719,             0.00045719,             0.00045719
                     26,                 1.6345,                 1.2835,                 1.1023,                0.96684,                0.83333,                0.87056,                0.45066,                 1.6878,                 1.6342,                  1.098,             0.00047525,             0.00047525,             0.00047525
                     27,                 1.3728,                0.93976,                 1.0164,                 0.5657,                0.83333,                0.61825,                0.33454,                 1.6001,                 2.8592,                 1.1169,             0.00049323,             0.00049323,             0.00049323
                     28,                  1.135,                0.98739,                 1.0116,                 0.5657,                0.83333,                0.61825,                0.33454,                 1.6001,                 2.8592,                 1.1169,             0.00051113,             0.00051113,             0.00051113
                     29,                 1.0553,                0.93782,                0.96226,                0.98409,                0.83333,                0.86409,                0.52894,                 1.4687,                 1.7734,                 1.1521,             0.00052895,             0.00052895,             0.00052895
                     30,                 1.4612,                 1.1701,                 1.1722,                0.98409,                0.83333,                0.86409,                0.52894,                 1.4687,                 1.7734,                 1.1521,              0.0005467,              0.0005467,              0.0005467
                     31,                 1.2141,                0.98616,                 1.0216,                0.98613,                0.83333,                0.87864,                0.51641,                 1.4773,                 1.6577,                 1.1736,             0.00056436,             0.00056436,             0.00056436
                     32,                 1.2238,                 1.0799,                  1.068,                0.98613,                0.83333,                0.87864,                0.51641,                 1.4773,                 1.6577,                 1.1736,             0.00058194,             0.00058194,             0.00058194
                     33,                 1.2362,                 1.0136,                0.99512,                0.98942,                0.83333,                 0.8478,                0.52454,                 1.5261,                 1.3137,                 1.1647,             0.00059945,             0.00059945,             0.00059945
                     34,                 1.1358,                  0.905,                0.99304,                0.98942,                0.83333,                 0.8478,                0.52454,                 1.5261,                 1.3137,                 1.1647,             0.00061688,             0.00061688,             0.00061688
                     35,                 1.1507,                0.90171,                0.99124,                0.98624,                0.83333,                0.85214,                0.49449,                 1.6088,                 1.2474,                 1.1846,             0.00063422,             0.00063422,             0.00063422
                     36,                 1.0776,                0.78311,                0.99687,                0.98624,                0.83333,                0.85214,                0.49449,                 1.6088,                 1.2474,                 1.1846,             0.00065149,             0.00065149,             0.00065149
                     37,                 1.0625,                0.79611,                 1.0743,                0.98448,                0.83333,                  0.845,                0.47722,                 1.6026,                 1.3201,                 1.1742,             0.00066868,             0.00066868,             0.00066868
                     38,                0.99973,                 0.7902,                 1.0089,                0.98448,                0.83333,                  0.845,                0.47722,                 1.6026,                 1.3201,                 1.1742,             0.00068579,             0.00068579,             0.00068579
                     39,                 1.0234,                0.73722,                0.95143,                0.98849,                0.83333,                  0.845,                0.47966,                 1.6265,                 1.1968,                 1.1611,             0.00070282,             0.00070282,             0.00070282
                     40,                 1.0789,                0.75751,                0.95895,                0.98849,                0.83333,                  0.845,                0.47966,                 1.6265,                 1.1968,                 1.1611,             0.00071977,             0.00071977,             0.00071977
                     41,                 1.0169,                0.69249,                0.96829,                0.98872,                0.83333,                0.83568,                0.58065,                 1.5427,                 1.1933,                 1.1208,             0.00073664,             0.00073664,             0.00073664
                     42,                  1.094,                0.82269,                 1.0028,                0.98872,                0.83333,                0.83568,                0.58065,                 1.5427,                 1.1933,                 1.1208,             0.00075343,             0.00075343,             0.00075343
                     43,                 1.0759,                0.76276,                  1.008,                0.98452,                0.83333,                0.83811,                0.51295,                  1.708,                 1.2097,                 1.1534,             0.00077015,             0.00077015,             0.00077015
                     44,                0.95254,                0.83646,                0.95241,                0.98452,                0.83333,                0.83811,                0.51295,                  1.708,                 1.2097,                 1.1534,             0.00078678,             0.00078678,             0.00078678
                     45,                0.90477,                0.72781,                0.96827,                0.98655,                0.83333,                0.83732,                0.40943,                 1.9265,                 1.1033,                 1.1366,             0.00080333,             0.00080333,             0.00080333
                     46,                0.92375,                0.65642,                0.97184,                0.98655,                0.83333,                0.83732,                0.40943,                 1.9265,                 1.1033,                 1.1366,             0.00081981,             0.00081981,             0.00081981
                     47,                 1.0607,                0.76515,                 0.9941,                0.98733,                0.83333,                0.84567,                0.42198,                 1.8148,                 1.2333,                 1.1468,             0.00083621,             0.00083621,             0.00083621
                     48,                 1.0364,                0.77149,                0.98087,                0.98733,                0.83333,                0.84567,                0.42198,                 1.8148,                 1.2333,                 1.1468,             0.00085252,             0.00085252,             0.00085252
                     49,                 1.0295,                0.74192,                0.99416,                0.98587,                0.83333,                0.84603,                0.50836,                 1.4712,                  1.297,                 1.0969,             0.00086876,             0.00086876,             0.00086876
                     50,                0.95755,                0.67451,                 0.9285,                0.98587,                0.83333,                0.84603,                0.50836,                 1.4712,                  1.297,                 1.0969,             0.00088492,             0.00088492,             0.00088492
                     51,                 1.0684,                0.83301,                0.99151,                0.99127,                0.83333,                0.84181,                0.52751,                 1.3391,                 1.1462,                 1.0562,               0.000901,               0.000901,               0.000901
                     52,                 1.1211,                0.76534,                 1.0248,                0.99127,                0.83333,                0.84181,                0.52751,                 1.3391,                 1.1462,                 1.0562,               0.000917,               0.000917,               0.000917
                     53,                 0.9359,                0.68738,                0.96057,                0.99127,                0.83333,                0.84181,                0.52751,                 1.3391,                 1.1462,                 1.0562,             0.00093292,             0.00093292,             0.00093292
                     54,                 1.0124,                0.71966,                0.97415,                0.99145,                0.83333,                0.92227,                0.51297,                 1.5838,                0.94953,                 1.1055,             0.00094876,             0.00094876,             0.00094876
                     55,                 1.0763,                0.72692,                0.98672,                0.99145,                0.83333,                0.92227,                0.51297,                 1.5838,                0.94953,                 1.1055,             0.00096453,             0.00096453,             0.00096453
                     56,                0.99931,                 0.7075,                0.93548,                0.99145,                0.83333,                0.92227,                0.51297,                 1.5838,                0.94953,                 1.1055,             0.00098021,             0.00098021,             0.00098021
                     57,                0.99199,                0.67555,                0.93626,                0.99553,                0.83333,                  0.955,                0.59802,                 1.4539,                 1.1558,                  1.107,             0.00099581,             0.00099581,             0.00099581
                     58,                 1.0083,                0.70336,                 1.0042,                0.99553,                0.83333,                  0.955,                0.59802,                 1.4539,                 1.1558,                  1.107,              0.0010113,              0.0010113,              0.0010113
                     59,                0.96688,                    0.6,                0.94949,                0.99553,                0.83333,                  0.955,                0.59802,                 1.4539,                 1.1558,                  1.107,              0.0010268,              0.0010268,              0.0010268
                     60,                0.93725,                0.64697,                0.96284,                      1,                0.81566,                  0.955,                0.56545,                 1.7014,                 1.1861,                 1.1948,              0.0010422,              0.0010422,              0.0010422
                     61,                0.99764,                0.65684,                0.93278,                      1,                0.81566,                  0.955,                0.56545,                 1.7014,                 1.1861,                 1.1948,              0.0010574,              0.0010574,              0.0010574
                     62,                0.97976,                0.70564,                0.96295,                      1,                0.81566,                  0.955,                0.56545,                 1.7014,                 1.1861,                 1.1948,              0.0010726,              0.0010726,              0.0010726
                     63,                0.92904,                0.62794,                0.92018,                0.82646,                0.83333,                0.82215,                0.53004,                  1.513,                 1.2614,                 1.1543,              0.0010878,              0.0010878,              0.0010878
                     64,                0.83747,                0.60925,                0.94153,                0.82646,                0.83333,                0.82215,                0.53004,                  1.513,                 1.2614,                 1.1543,              0.0011028,              0.0011028,              0.0011028
                     65,                 0.9179,                0.65124,                0.96901,                0.82646,                0.83333,                0.82215,                0.53004,                  1.513,                 1.2614,                 1.1543,              0.0011178,              0.0011178,              0.0011178
                     66,                 1.0122,                0.71664,                0.99836,                      1,                0.48995,                0.63799,                0.47363,                  1.525,                  1.709,                 1.3839,              0.0011327,              0.0011327,              0.0011327
                     67,                0.98662,                0.61423,                0.98452,                      1,                0.48995,                0.63799,                0.47363,                  1.525,                  1.709,                 1.3839,              0.0011475,              0.0011475,              0.0011475
                     68,                0.85028,                0.58198,                0.93525,                      1,                0.48995,                0.63799,                0.47363,                  1.525,                  1.709,                 1.3839,              0.0011622,              0.0011622,              0.0011622
                     69,                0.95605,                0.63658,                 0.9513,                0.98119,                    0.5,                0.51327,                 0.2724,                 2.0431,                 1.7817,                 1.6752,              0.0011769,              0.0011769,              0.0011769
                     70,                 1.0695,                0.65143,                0.99782,                0.98119,                    0.5,                0.51327,                 0.2724,                 2.0431,                 1.7817,                 1.6752,              0.0011915,              0.0011915,              0.0011915
                     71,                 1.1881,                0.74195,                 1.0029,                0.98119,                    0.5,                0.51327,                 0.2724,                 2.0431,                 1.7817,                 1.6752,               0.001206,               0.001206,               0.001206
                     72,                 1.1952,                0.65419,                0.99676,                0.97318,                    0.5,                0.50359,                0.33396,                 1.7659,                 2.0301,                 1.4609,              0.0012204,              0.0012204,              0.0012204
                     73,                 1.0125,                0.67979,                0.94937,                0.97318,                    0.5,                0.50359,                0.33396,                 1.7659,                 2.0301,                 1.4609,              0.0012347,              0.0012347,              0.0012347
                     74,                  1.053,                0.66462,                0.96245,                0.97318,                    0.5,                0.50359,                0.33396,                 1.7659,                 2.0301,                 1.4609,               0.001249,               0.001249,               0.001249
                     75,                0.78173,                0.57443,                0.93315,                0.97669,                    0.5,                0.50827,                0.31274,                 1.6555,                 2.2633,                  1.281,              0.0012632,              0.0012632,              0.0012632
                     76,                 1.1908,                0.85655,                 1.0674,                0.97669,                    0.5,                0.50827,                0.31274,                 1.6555,                 2.2633,                  1.281,              0.0012773,              0.0012773,              0.0012773
                     77,                  1.256,                0.85294,                 1.0948,                0.97669,                    0.5,                0.50827,                0.31274,                 1.6555,                 2.2633,                  1.281,              0.0012913,              0.0012913,              0.0012913
                     78,                 1.0985,                0.76703,                0.98113,                0.98026,                    0.5,                0.55252,                0.35435,                 1.6485,                 2.1851,                 1.2299,              0.0013052,              0.0013052,              0.0013052
                     79,                0.96168,                0.73489,                 1.0313,                0.98026,                    0.5,                0.55252,                0.35435,                 1.6485,                 2.1851,                 1.2299,              0.0013191,              0.0013191,              0.0013191
                     80,                0.93623,                0.61583,                0.93564,                0.98026,                    0.5,                0.55252,                0.35435,                 1.6485,                 2.1851,                 1.2299,              0.0013329,              0.0013329,              0.0013329
                     81,                 1.0611,                0.74563,                 1.0549,                0.97973,                    0.5,                 0.5531,                0.32091,                 1.5892,                 1.9884,                 1.1967,              0.0013466,              0.0013466,              0.0013466
                     82,                 1.1584,                0.77448,                 1.0398,                0.97973,                    0.5,                 0.5531,                0.32091,                 1.5892,                 1.9884,                 1.1967,              0.0013602,              0.0013602,              0.0013602
                     83,                0.97938,                0.71254,                0.96585,                0.97973,                    0.5,                 0.5531,                0.32091,                 1.5892,                 1.9884,                 1.1967,              0.0013737,              0.0013737,              0.0013737
                     84,                 1.0751,                0.76948,                0.97057,                0.96115,                    0.5,                0.65539,                0.37646,                 1.6262,                 2.0078,                 1.1832,              0.0013872,              0.0013872,              0.0013872
                     85,                0.91245,                0.67749,                0.96827,                0.96115,                    0.5,                0.65539,                0.37646,                 1.6262,                 2.0078,                 1.1832,              0.0014006,              0.0014006,              0.0014006
                     86,                0.92423,                 0.6872,                 1.0007,                0.96115,                    0.5,                0.65539,                0.37646,                 1.6262,                 2.0078,                 1.1832,              0.0014139,              0.0014139,              0.0014139
                     87,                 1.0893,                 0.7799,                 1.0396,                0.96115,                    0.5,                0.65539,                0.37646,                 1.6262,                 2.0078,                 1.1832,              0.0014271,              0.0014271,              0.0014271
                     88,                 1.0403,                0.73807,                0.96519,                0.97022,                0.66667,                  0.814,                0.42853,                 1.4757,                 1.3581,                 1.2732,              0.0014403,              0.0014403,              0.0014403
                     89,                0.91184,                0.61609,                0.98591,                0.97022,                0.66667,                  0.814,                0.42853,                 1.4757,                 1.3581,                 1.2732,              0.0014533,              0.0014533,              0.0014533
                     90,                0.90223,                0.66638,                0.99468,                0.97022,                0.66667,                  0.814,                0.42853,                 1.4757,                 1.3581,                 1.2732,              0.0014663,              0.0014663,              0.0014663
                     91,                0.89015,                0.63266,                0.97979,                0.97022,                0.66667,                  0.814,                0.42853,                 1.4757,                 1.3581,                 1.2732,              0.0014792,              0.0014792,              0.0014792
                     92,                0.91494,                0.62303,                0.97246,                0.73607,                0.66667,                0.78525,                0.46388,                 1.3353,                 1.3124,                 1.2754,              0.0014921,              0.0014921,              0.0014921
                     93,                0.94613,                0.67444,                0.95758,                0.73607,                0.66667,                0.78525,                0.46388,                 1.3353,                 1.3124,                 1.2754,              0.0015048,              0.0015048,              0.0015048
                     94,                0.88906,                  0.652,                 1.0026,                0.73607,                0.66667,                0.78525,                0.46388,                 1.3353,                 1.3124,                 1.2754,              0.0015175,              0.0015175,              0.0015175
                     95,                0.91594,                0.63587,                0.92604,                0.73607,                0.66667,                0.78525,                0.46388,                 1.3353,                 1.3124,                 1.2754,              0.0015301,              0.0015301,              0.0015301
                     96,                0.97044,                0.64365,                 1.0158,                      1,                  0.475,                0.53447,                0.32973,                 1.5422,                 2.0997,                 1.4837,              0.0015426,              0.0015426,              0.0015426
                     97,                0.93177,                0.68129,                0.93448,                      1,                  0.475,                0.53447,                0.32973,                 1.5422,                 2.0997,                 1.4837,               0.001555,               0.001555,               0.001555
                     98,                0.84809,                0.60211,                0.95758,                      1,                  0.475,                0.53447,                0.32973,                 1.5422,                 2.0997,                 1.4837,              0.0015674,              0.0015674,              0.0015674
                     99,                0.88215,                0.72243,                0.98572,                      1,                  0.475,                0.53447,                0.32973,                 1.5422,                 2.0997,                 1.4837,              0.0015797,              0.0015797,              0.0015797
                    100,                0.89814,                0.63487,                0.93155,                0.25377,                0.33333,                0.15723,                0.09658,                 1.7572,                 2.9532,                  1.493,              0.0015919,              0.0015919,              0.0015919
                    101,                0.92745,                  0.672,                 1.0265,                0.25377,                0.33333,                0.15723,                0.09658,                 1.7572,                 2.9532,                  1.493,               0.001604,               0.001604,               0.001604
                    102,                0.90108,                0.63907,                0.95192,                0.25377,                0.33333,                0.15723,                0.09658,                 1.7572,                 2.9532,                  1.493,                 0.0016,                 0.0016,                 0.0016
                    103,                 0.9282,                0.61277,                0.93119,                0.25377,                0.33333,                0.15723,                0.09658,                 1.7572,                 2.9532,                  1.493,              0.0015961,              0.0015961,              0.0015961
                    104,                0.87182,                0.60229,                0.95326,                0.95813,                0.33333,                0.46823,                0.25359,                 1.5533,                 2.6204,                 1.3264,              0.0015921,              0.0015921,              0.0015921
                    105,                0.77026,                0.56658,                0.91365,                0.95813,                0.33333,                0.46823,                0.25359,                 1.5533,                 2.6204,                 1.3264,              0.0015882,              0.0015882,              0.0015882
                    106,                0.81381,                0.59898,                0.93957,                0.95813,                0.33333,                0.46823,                0.25359,                 1.5533,                 2.6204,                 1.3264,              0.0015842,              0.0015842,              0.0015842
                    107,                0.82067,                0.62728,                 0.9659,                0.95813,                0.33333,                0.46823,                0.25359,                 1.5533,                 2.6204,                 1.3264,              0.0015802,              0.0015802,              0.0015802
                    108,                0.78497,                0.55531,                0.95158,                0.93149,                0.66667,                0.69197,                0.36056,                 1.6342,                 1.4921,                 1.3049,              0.0015763,              0.0015763,              0.0015763
                    109,                0.86867,                 0.5918,                0.92883,                0.93149,                0.66667,                0.69197,                0.36056,                 1.6342,                 1.4921,                 1.3049,              0.0015723,              0.0015723,              0.0015723
                    110,                 1.0501,                 0.7189,                 1.0003,                0.93149,                0.66667,                0.69197,                0.36056,                 1.6342,                 1.4921,                 1.3049,              0.0015684,              0.0015684,              0.0015684
                    111,                0.82936,                0.53237,                0.89837,                0.93149,                0.66667,                0.69197,                0.36056,                 1.6342,                 1.4921,                 1.3049,              0.0015644,              0.0015644,              0.0015644
                    112,                 1.0416,                0.69137,                 1.0074,                0.79034,                0.66667,                0.66773,                0.44272,                 1.5335,                 1.5418,                 1.2674,              0.0015604,              0.0015604,              0.0015604
                    113,                0.79734,                0.59575,                0.91172,                0.79034,                0.66667,                0.66773,                0.44272,                 1.5335,                 1.5418,                 1.2674,              0.0015565,              0.0015565,              0.0015565
                    114,                0.86428,                 0.6047,                0.90234,                0.79034,                0.66667,                0.66773,                0.44272,                 1.5335,                 1.5418,                 1.2674,              0.0015525,              0.0015525,              0.0015525
                    115,                 0.9349,                0.67688,                0.99954,                0.79034,                0.66667,                0.66773,                0.44272,                 1.5335,                 1.5418,                 1.2674,              0.0015486,              0.0015486,              0.0015486
                    116,                 0.8296,                0.66922,                0.95935,                0.78367,                0.66667,                0.66492,                 0.4712,                 1.3978,                 1.2979,                  1.225,              0.0015446,              0.0015446,              0.0015446
                    117,                 1.1275,                0.79581,                 1.0814,                0.78367,                0.66667,                0.66492,                 0.4712,                 1.3978,                 1.2979,                  1.225,              0.0015406,              0.0015406,              0.0015406
                    118,                0.88081,                0.60148,                0.95751,                0.78367,                0.66667,                0.66492,                 0.4712,                 1.3978,                 1.2979,                  1.225,              0.0015367,              0.0015367,              0.0015367
                    119,                0.80903,                0.56448,                0.93764,                0.78367,                0.66667,                0.66492,                 0.4712,                 1.3978,                 1.2979,                  1.225,              0.0015327,              0.0015327,              0.0015327
                    120,                 0.9644,                0.67027,                 1.0942,                0.69419,                0.83333,                0.80602,                0.51208,                 1.6561,                 1.4651,                 1.2985,              0.0015288,              0.0015288,              0.0015288
