                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     34,                 1.1424,                0.80195,                0.98111,                0.98931,                0.83333,                  0.895,                 0.4722,                 1.7655,                 1.1293,                 1.3558,             0.00063844,             0.00063844,             0.00063844
                     35,                 1.0709,                0.80684,                 0.9806,                0.99059,                0.83333,                  0.855,                 0.5405,                 1.5096,                 1.0443,                 1.2766,             0.00065711,             0.00065711,             0.00065711
                     36,                0.90349,                0.70966,                0.94923,                0.99059,                0.83333,                  0.855,                 0.5405,                 1.5096,                 1.0443,                 1.2766,             0.00067574,             0.00067574,             0.00067574
                     37,                0.94975,                0.73985,                 1.0148,                0.53308,                0.83333,                 0.5481,                0.31637,                 1.5791,                 1.8681,                 1.3726,             0.00069434,             0.00069434,             0.00069434
                     38,                0.98971,                0.81364,                0.99408,                0.53308,                0.83333,                 0.5481,                0.31637,                 1.5791,                 1.8681,                 1.3726,             0.00071289,             0.00071289,             0.00071289
                     39,                0.96951,                0.72293,                0.93306,                0.95893,                0.83333,                0.84181,                0.46924,                 1.7243,                 1.2668,                 1.4626,             0.00073141,             0.00073141,             0.00073141
                     40,                  1.013,                0.72267,                0.94973,                0.95893,                0.83333,                0.84181,                0.46924,                 1.7243,                 1.2668,                 1.4626,             0.00074988,             0.00074988,             0.00074988
                     41,                0.92468,                0.65464,                 0.9417,                0.30997,                0.66667,                0.28626,                0.14609,                 1.6846,                 5.1779,                 1.3744,             0.00076832,             0.00076832,             0.00076832
                     42,                 1.0659,                0.74935,                0.99414,                0.30997,                0.66667,                0.28626,                0.14609,                 1.6846,                 5.1779,                 1.3744,             0.00078672,             0.00078672,             0.00078672
                     43,                0.99525,                0.76057,                0.98787,                0.97871,                0.66667,                0.76242,                 0.4012,                 1.7675,                 1.5601,                  1.382,             0.00080507,             0.00080507,             0.00080507
                     44,                0.92622,                 0.7172,                0.95605,                0.97871,                0.66667,                0.76242,                 0.4012,                 1.7675,                 1.5601,                  1.382,             0.00082339,             0.00082339,             0.00082339
                     45,                0.90857,                0.68569,                0.94326,                0.99004,                0.83333,                0.83833,                 0.3913,                 1.9663,                 1.3193,                 1.3278,             0.00084167,             0.00084167,             0.00084167
                     46,                0.85824,                0.60908,                0.95322,                0.99004,                0.83333,                0.83833,                 0.3913,                 1.9663,                 1.3193,                 1.3278,             0.00085991,             0.00085991,             0.00085991
                     47,                0.84287,                0.69763,                 0.9569,                0.98822,                0.83333,                0.83701,                0.42903,                 1.8836,                 1.4316,                 1.3143,              0.0008781,              0.0008781,              0.0008781
                     48,                0.93621,                0.68073,                0.98384,                0.98822,                0.83333,                0.83701,                0.42903,                 1.8836,                 1.4316,                 1.3143,             0.00089626,             0.00089626,             0.00089626
                     49,                0.90604,                0.74082,                0.98677,                0.99138,                0.83333,                0.83568,                0.49421,                 1.7816,                 1.2977,                  1.301,             0.00091438,             0.00091438,             0.00091438
                     50,                0.91332,                0.61574,                0.92123,                0.99138,                0.83333,                0.83568,                0.49421,                 1.7816,                 1.2977,                  1.301,             0.00093246,             0.00093246,             0.00093246
                     51,                0.92322,                0.68005,                0.96516,                0.97826,                0.66667,                0.78711,                0.44638,                 1.6003,                  1.398,                 1.2693,              0.0009505,              0.0009505,              0.0009505
                     52,                 1.0733,                0.73411,                 1.0053,                0.97826,                0.66667,                0.78711,                0.44638,                 1.6003,                  1.398,                 1.2693,              0.0009685,              0.0009685,              0.0009685
                     53,                 1.0059,                0.70742,                0.97694,                0.97826,                0.66667,                0.78711,                0.44638,                 1.6003,                  1.398,                 1.2693,             0.00098646,             0.00098646,             0.00098646
                     54,                0.96678,                0.65254,                0.96383,                0.79489,                0.66667,                0.59339,                0.34817,                 1.6177,                 1.8099,                 1.2884,              0.0010044,              0.0010044,              0.0010044
                     55,                0.97612,                0.70599,                0.98965,                0.79489,                0.66667,                0.59339,                0.34817,                 1.6177,                 1.8099,                 1.2884,              0.0010223,              0.0010223,              0.0010223
                     56,                0.96273,                0.67433,                 0.9465,                0.79489,                0.66667,                0.59339,                0.34817,                 1.6177,                 1.8099,                 1.2884,              0.0010401,              0.0010401,              0.0010401
                     57,                0.99625,                0.68591,                0.96789,                      1,                0.65278,                0.73411,                 0.4614,                 1.6956,                 1.4724,                 1.2794,              0.0010579,              0.0010579,              0.0010579
                     58,                 1.0183,                0.70487,                 1.0019,                      1,                0.65278,                0.73411,                 0.4614,                 1.6956,                 1.4724,                 1.2794,              0.0010757,              0.0010757,              0.0010757
                     59,                0.94223,                0.64771,                0.93592,                      1,                0.65278,                0.73411,                 0.4614,                 1.6956,                 1.4724,                 1.2794,              0.0010934,              0.0010934,              0.0010934
                     60,                0.94678,                0.69143,                0.98063,                0.77946,                0.66667,                0.70394,                0.38597,                 1.8353,                 1.2945,                 1.1409,              0.0011111,              0.0011111,              0.0011111
                     61,                 1.1209,                 0.8137,                0.95692,                0.77946,                0.66667,                0.70394,                0.38597,                 1.8353,                 1.2945,                 1.1409,              0.0011287,              0.0011287,              0.0011287
                     62,                 1.0326,                0.85963,                0.98167,                0.77946,                0.66667,                0.70394,                0.38597,                 1.8353,                 1.2945,                 1.1409,              0.0011463,              0.0011463,              0.0011463
                     63,                0.94122,                0.73748,                0.91086,                0.76412,                0.66667,                  0.691,                0.41251,                 1.7694,                 1.3795,                 1.0997,              0.0011639,              0.0011639,              0.0011639
                     64,                 0.9281,                0.67315,                0.96359,                0.76412,                0.66667,                  0.691,                0.41251,                 1.7694,                 1.3795,                 1.0997,              0.0011814,              0.0011814,              0.0011814
                     65,                 1.0553,                0.75292,                0.96527,                0.76412,                0.66667,                  0.691,                0.41251,                 1.7694,                 1.3795,                 1.0997,              0.0011989,              0.0011989,              0.0011989
                     66,                 1.0941,                0.78322,                 1.0159,                0.81989,                    0.5,                0.71757,                0.44462,                 1.6241,                  1.534,                 1.1461,              0.0012163,              0.0012163,              0.0012163
                     67,                  1.019,                0.85774,                0.98023,                0.81989,                    0.5,                0.71757,                0.44462,                 1.6241,                  1.534,                 1.1461,              0.0012338,              0.0012338,              0.0012338
                     68,                   1.06,                0.99452,                0.98473,                0.81989,                    0.5,                0.71757,                0.44462,                 1.6241,                  1.534,                 1.1461,              0.0012511,              0.0012511,              0.0012511
                     69,                 1.1107,                0.89609,                0.97585,                0.54199,                0.83333,                0.56243,                0.27217,                 1.7698,                 1.5121,                 1.2071,              0.0012684,              0.0012684,              0.0012684
                     70,                 1.1327,                0.82218,                 1.0439,                0.54199,                0.83333,                0.56243,                0.27217,                 1.7698,                 1.5121,                 1.2071,              0.0012857,              0.0012857,              0.0012857
                     71,                 1.1861,                0.85948,                 1.0224,                0.54199,                0.83333,                0.56243,                0.27217,                 1.7698,                 1.5121,                 1.2071,               0.001303,               0.001303,               0.001303
                     72,                 1.0815,                0.78355,                0.95417,                0.84274,                      1,                0.92357,                0.45746,                 1.8159,                 1.1474,                 1.2381,              0.0013202,              0.0013202,              0.0013202
                     73,                 1.0827,                0.94676,                0.96014,                0.84274,                      1,                0.92357,                0.45746,                 1.8159,                 1.1474,                 1.2381,              0.0013374,              0.0013374,              0.0013374
                     74,                 1.1182,                0.96005,                0.98355,                0.84274,                      1,                0.92357,                0.45746,                 1.8159,                 1.1474,                 1.2381,              0.0013545,              0.0013545,              0.0013545
                     75,                0.85604,                0.84003,                0.93747,                0.65842,                0.96701,                 0.8591,                0.42653,                 1.7943,                   1.94,                 1.3182,              0.0013716,              0.0013716,              0.0013716
                     76,                0.98724,                0.81958,                0.96166,                0.65842,                0.96701,                 0.8591,                0.42653,                 1.7943,                   1.94,                 1.3182,              0.0013886,              0.0013886,              0.0013886
                     77,                0.98588,                0.78263,                0.99261,                0.65842,                0.96701,                 0.8591,                0.42653,                 1.7943,                   1.94,                 1.3182,              0.0014056,              0.0014056,              0.0014056
                     78,                 1.0237,                0.83903,                 0.9472,                0.70382,                    0.5,                0.63775,                0.32821,                 1.9976,                  2.591,                 1.4302,              0.0014226,              0.0014226,              0.0014226
                     79,                 1.0127,                0.77786,                 1.0606,                0.70382,                    0.5,                0.63775,                0.32821,                 1.9976,                  2.591,                 1.4302,              0.0014395,              0.0014395,              0.0014395
                     80,                0.98482,                0.65564,                0.93377,                0.70382,                    0.5,                0.63775,                0.32821,                 1.9976,                  2.591,                 1.4302,              0.0014564,              0.0014564,              0.0014564
                     81,                 1.0785,                0.77157,                  1.056,                0.72487,                    0.5,                 0.6701,                0.42445,                    1.6,                 1.9223,                 1.3404,              0.0014733,              0.0014733,              0.0014733
                     82,                 1.0198,                0.77131,                 1.0356,                0.72487,                    0.5,                 0.6701,                0.42445,                    1.6,                 1.9223,                 1.3404,              0.0014901,              0.0014901,              0.0014901
                     83,                0.80736,                0.66439,                0.93589,                0.72487,                    0.5,                 0.6701,                0.42445,                    1.6,                 1.9223,                 1.3404,              0.0015069,              0.0015069,              0.0015069
                     84,                 0.9821,                0.72603,                0.95738,                0.66509,                0.66667,                  0.746,                 0.4641,                 1.5906,                 1.5331,                 1.2862,              0.0015236,              0.0015236,              0.0015236
                     85,                0.83573,                0.64324,                0.92999,                0.66509,                0.66667,                  0.746,                 0.4641,                 1.5906,                 1.5331,                 1.2862,              0.0015403,              0.0015403,              0.0015403
                     86,                0.81761,                0.61512,                0.96995,                0.66509,                0.66667,                  0.746,                 0.4641,                 1.5906,                 1.5331,                 1.2862,              0.0015569,              0.0015569,              0.0015569
                     87,                 0.9136,                0.67737,                0.97021,                0.66509,                0.66667,                  0.746,                 0.4641,                 1.5906,                 1.5331,                 1.2862,              0.0015736,              0.0015736,              0.0015736
